OG,FG,ABV,IBU,Color,BoilTime,BoilGravity,Efficiency,SugarScale,BrewMethod,PrimaryTemp,IsPils,SizeRatio
1.046,1.008,5.01,25.42,3.63,90,1.041,65.0,Specific Gravity,BIAB,17.0,True,1.125
1.052,1.012,5.16,26.0,17.28,60,1.045,65.0,Specific Gravity,All Grain,19.0,False,1.1555555555555554
1.103,1.021,10.81,0.0,50.0,60,1.071,60.0,Specific Gravity,All Grain,15.0,False,1.4666666666666666
1.052,1.009,5.65,57.8,5.3,90,1.047,75.0,Specific Gravity,All Grain,11.0,False,1.1
1.09,1.025,8.46,29.55,9.45,60,1.0659999999999998,72.0,Specific Gravity,BIAB,23.33,False,1.3635926993275695
1.061,1.022,5.16,59.09,37.12,60,1.112,35.0,Specific Gravity,extract,18.33,False,0.5456292026897214
1.062,1.015,6.06,0.0,4.67,90,1.0490000000000002,70.0,Specific Gravity,All Grain,20.0,False,1.25
1.0590000000000002,1.017,5.54,41.73,13.93,60,1.048,75.0,Specific Gravity,All Grain,18.0,False,1.2222222222222223
1.056,1.019,4.88,32.44,13.03,90,1.041,75.0,Specific Gravity,All Grain,21.11,False,1.3497094558901215
1.065,1.015,6.54,42.38,11.11,60,1.053,77.0,Specific Gravity,BIAB,21.0,False,1.236220472440945
1.043,1.007,4.71,7.74,3.62,30,1.181,35.0,Specific Gravity,extract,21.0,False,0.23809523809523808
1.056,1.016,5.32,7.16,3.78,75,1.038,82.0,Specific Gravity,All Grain,11.11,False,1.5002201673271687
1.052,1.009,5.69,58.15,5.4,90,1.039,72.0,Specific Gravity,All Grain,18.0,False,1.3478260869565217
1.051,1.011,5.33,22.43,3.63,90,1.044,75.0,Specific Gravity,All Grain,10.0,False,1.1666666666666667
1.048,1.009,5.19,43.51,8.55,75,1.035,57.0,Specific Gravity,BIAB,15.0,False,1.368421052631579
1.001,1.0,0.08,0.0,0.41,60,1.001,70.0,Specific Gravity,All Grain,18.89,False,1.3635926993275695
1.0490000000000002,1.014,4.65,22.9,5.74,60,1.09,75.0,Specific Gravity,Partial Mash,11.11,False,0.5456292026897214
1.054,1.006,6.21,37.59,13.59,60,1.042,60.0,Specific Gravity,All Grain,22.22,False,1.2728146013448607
1.047,1.01,4.96,32.26,3.02,90,1.037,75.0,Specific Gravity,All Grain,20.0,False,1.2728146013448607
1.051,1.014,4.88,44.63,7.65,60,1.093,35.0,Specific Gravity,extract,20.0,False,0.5456292026897214
1.0490000000000002,1.014,4.63,25.28,5.73,60,1.039,80.0,Specific Gravity,BIAB,17.0,False,1.2727272727272727
1.03,1.002,3.62,24.14,2.6,60,1.021,66.0,Specific Gravity,All Grain,35.0,False,1.425
1.091,1.025,8.68,85.1,38.94,60,1.067,65.0,Specific Gravity,All Grain,16.67,False,1.3635926993275695
1.045,1.011,4.52,32.62,14.23,60,1.033,65.0,Specific Gravity,All Grain,18.89,False,1.3635926993275695
1.045,1.01,4.63,40.31,3.54,90,1.036,70.0,Specific Gravity,All Grain,17.78,False,1.2728146013448607
1.061,1.014,6.11,36.53,14.1,60,1.045,75.0,Specific Gravity,All Grain,20.0,False,1.3571428571428572
1.056,1.01,6.01,14.48,30.94,90,1.043,77.0,Specific Gravity,BIAB,18.89,False,1.300052826201796
1.057,1.012,5.82,49.73,15.69,60,1.043,70.0,Specific Gravity,BIAB,21.0,False,1.32
1.052,1.01,5.62,60.28,9.15,60,1.036,70.0,Specific Gravity,BIAB,20.0,False,1.4444444444444444
1.052,1.012,5.22,45.09,5.03,60,1.042,85.0,Specific Gravity,All Grain,15.0,False,1.2272727272727273
1.0759999999999998,1.021,7.19,27.98,21.01,70,1.065,78.0,Specific Gravity,All Grain,20.0,False,1.1666666666666667
1.078,1.019,7.67,179.41,5.19,95,1.068,35.0,Specific Gravity,extract,20.56,False,1.1452198467123842
1.056,1.011,5.98,20.45,12.0,60,1.084,35.0,Specific Gravity,extract,18.89,False,0.6670581327069875
1.065,1.015,6.6,98.5,4.29,60,1.048,70.0,Specific Gravity,BIAB,22.0,False,1.3571428571428572
1.062,1.02,5.55,75.65,16.68,60,1.048,59.0,Specific Gravity,BIAB,20.0,False,1.300052826201796
1.057,1.014,5.67,62.88,8.35,45,1.056,74.0,Specific Gravity,All Grain,21.0,False,1.0188679245283019
1.082,1.015,8.72,36.59,41.5,60,1.058,65.0,Specific Gravity,All Grain,20.0,False,1.4
1.063,1.021,5.44,23.09,9.02,60,1.041,70.0,Specific Gravity,All Grain,20.0,False,1.3635926993275695
1.08,1.026,7.14,64.77,16.96,70,1.068,75.0,Specific Gravity,All Grain,23.0,False,1.1904761904761905
1.046,1.011,4.62,29.21,7.6,60,1.034,72.5,Specific Gravity,All Grain,20.0,False,1.3571428571428572
1.057,1.009,6.39,38.01,6.91,60,,70.0,Specific Gravity,All Grain,17.0,False,1.24
1.0490000000000002,1.011,5.03,41.05,3.37,60,1.036,70.0,Specific Gravity,All Grain,10.0,False,1.35
1.057,1.014,5.6,63.39,9.36,60,1.048,35.0,Specific Gravity,extract,20.0,False,1.1820365033621518
1.069,1.011,7.52,64.34,11.43,60,1.046,70.0,Specific Gravity,All Grain,20.0,False,1.4997358689910196
1.063,1.004,7.71,31.92,5.07,90,1.041,76.0,Specific Gravity,All Grain,19.44,False,1.2919418758256274
1.044,1.01,4.5,23.41,3.25,70,1.036,60.0,Specific Gravity,All Grain,24.0,False,1.173913043478261
1.051,1.011,5.29,32.89,13.37,60,1.041,74.0,Specific Gravity,All Grain,11.0,False,1.24
1.052,1.015,4.84,55.81,35.99,60,1.044,67.0,Specific Gravity,BIAB,19.0,False,1.1875
1.081,1.02,8.1,44.64,24.51,60,1.069,75.0,Specific Gravity,All Grain,19.0,False,1.175
1.017,1.003,1.86,0.0,3.84,59,1.175,35.0,Specific Gravity,extract,26.0,False,0.09523809523809523
1.054,1.008,5.95,170.3,6.01,60,1.048,85.0,Specific Gravity,All Grain,20.0,False,1.1250550418317922
1.047,1.01,4.85,44.56,4.64,60,1.035,70.0,Specific Gravity,All Grain,18.0,False,1.3333333333333333
1.074,1.015,7.83,42.75,25.34,60,1.069,68.0,Specific Gravity,All Grain,18.0,False,1.08
1.068,1.016,6.83,86.3,20.15,60,1.058,70.0,Specific Gravity,All Grain,19.44,False,1.1668868339938352
1.062,1.016,6.1,73.06,9.69,60,1.052,75.0,Specific Gravity,Partial Mash,20.0,False,1.1996830427892236
1.089,1.02,9.02,61.71,12.49,90,1.067,70.0,Specific Gravity,All Grain,20.0,False,1.3336688475088072
1.062,1.011,6.64,53.49,5.14,30,1.055,72.0,Specific Gravity,BIAB,22.22,False,1.1149939049167006
1.054,1.01,5.82,67.61,9.75,60,1.043,60.0,Specific Gravity,All Grain,18.89,False,1.2495446265938068
1.057,1.016,5.38,74.53,5.3,70,1.094,70.0,Specific Gravity,Partial Mash,22.78,False,0.6001056524035921
1.056,1.009,6.04,41.53,7.49,90,1.05,80.0,Specific Gravity,All Grain,18.5,False,1.1111111111111112
1.067,1.023,5.82,45.72,28.61,60,1.112,35.0,Specific Gravity,extract,23.33,False,0.6001056524035921
1.074,1.016,7.64,80.23,12.23,60,1.053,60.0,Specific Gravity,All Grain,18.0,False,1.4
1.047,1.008,5.11,32.24,4.83,60,1.035,63.0,Specific Gravity,BIAB,18.89,False,1.3327464788732395
1.08,1.02,7.88,0.0,5.78,60,1.0590000000000002,70.0,Specific Gravity,All Grain,21.11,False,1.3635926993275695
1.0590000000000002,1.015,5.77,22.37,14.37,60,1.109,35.0,Specific Gravity,extract,17.78,False,0.5456292026897214
1.071,1.014,7.53,37.7,4.38,60,1.052,80.0,Specific Gravity,All Grain,18.89,False,1.3635926993275695
1.065,1.014,6.72,23.67,18.72,60,1.052,65.0,Specific Gravity,All Grain,20.0,False,1.250330250990753
1.053,1.012,5.33,20.78,4.08,60,1.038,75.0,Specific Gravity,All Grain,20.0,False,1.3998943475964079
1.054,1.009,5.96,29.48,6.82,90,1.045,75.0,Specific Gravity,BIAB,22.0,False,1.1956521739130435
1.072,1.016,7.36,69.66,5.24,60,1.058,80.0,Specific Gravity,All Grain,17.78,False,1.2501100836635843
1.057,1.011,6.03,82.08,6.61,80,1.048,82.0,Specific Gravity,All Grain,22.0,False,1.170731707317073
1.05,1.013,4.87,23.64,20.75,60,1.034,70.0,Specific Gravity,All Grain,15.0,False,1.48
1.052,1.01,5.46,46.25,11.5,60,1.045,70.0,Specific Gravity,All Grain,18.0,False,1.1428571428571428
1.051,1.009,5.51,39.87,4.97,60,1.043,68.0,Specific Gravity,All Grain,18.0,False,1.2
1.048,1.01,4.95,31.44,6.83,75,1.035,75.0,Specific Gravity,All Grain,23.89,False,1.3635926993275695
1.117,1.029,11.56,0.0,18.54,60,1.117,70.0,Specific Gravity,All Grain,20.0,False,1.0
1.068,1.017,6.75,34.46,23.7,80,1.057,75.0,Specific Gravity,BIAB,21.0,False,1.1904761904761905
1.0590000000000002,1.018,5.27,23.56,23.79,60,1.0590000000000002,75.0,Specific Gravity,All Grain,20.0,False,1.0
1.063,1.017,5.99,62.98,35.69,60,1.057,68.0,Specific Gravity,All Grain,20.0,False,1.1090297790585975
1.08,1.017,8.2,44.78,40.31,60,1.064,75.0,Specific Gravity,All Grain,19.44,False,1.2501981505944517
1.052,1.011,5.46,40.39,4.5,60,1.031,75.0,Specific Gravity,All Grain,20.0,False,1.7008456659619449
1.051,1.015,4.77,32.48,9.2,60,1.038,70.0,Specific Gravity,All Grain,17.22,False,1.3635926993275695
1.044,1.004,5.35,47.51,5.24,60,1.044,65.0,Specific Gravity,All Grain,23.0,False,1.0
1.079,1.012,8.86,90.1,4.52,75,1.057,85.0,Specific Gravity,All Grain,22.22,False,1.380976346250629
1.055,1.013,5.52,16.88,15.12,90,1.043,60.0,Specific Gravity,Partial Mash,16.67,False,1.2852830188679245
1.069,1.012,7.46,53.25,5.18,60,1.054,78.0,Specific Gravity,All Grain,21.11,False,1.2799788695192815
14.2,4.1,5.47,32.92,4.33,60,14.0,75.0,Plato,All Grain,22.0,False,1.018
1.0490000000000002,1.008,5.41,30.85,28.61,60,1.036,55.0,Specific Gravity,All Grain,20.0,False,1.3635926993275695
1.039,1.007,4.27,23.02,5.67,60,1.054,70.0,Specific Gravity,BIAB,21.11,False,0.7271853986551393
1.054,1.01,5.88,29.55,4.8,60,1.047,70.0,Specific Gravity,All Grain,23.89,False,1.1471639471639472
1.064,1.017,6.11,99.65,9.34,60,1.106,40.0,Specific Gravity,extract,18.89,False,0.6001056524035921
1.045,1.012,4.39,32.27,11.24,60,1.036,63.0,Specific Gravity,All Grain,18.0,False,1.2380952380952381
1.062,1.012,6.48,22.6,15.14,60,1.043,75.0,Specific Gravity,BIAB,18.0,False,1.2
11.8017,2.02552,5.2,73.73,6.13,60,9.5,53.0,Plato,BIAB,18.0,False,1.25
1.111,1.025,11.32,133.92,40.0,60,,35.0,Specific Gravity,extract,20.0,False,1.3335290663534938
1.085,1.015,9.28,25.18,5.52,60,1.065,70.0,Specific Gravity,BIAB,20.0,False,1.3179634966378482
1.048,1.012,4.79,10.09,19.92,60,1.042,88.0,Specific Gravity,All Grain,18.33,False,1.1579532814238043
1.063,1.016,6.15,21.96,11.18,60,1.051,75.0,Specific Gravity,All Grain,10.0,False,1.2303941487200325
1.056,1.013,5.71,51.37,4.67,60,1.037,70.0,Specific Gravity,BIAB,18.33,False,1.3891336270190897
1.053,1.013,5.17,178.61,5.62,60,1.039,75.0,Specific Gravity,All Grain,20.0,False,1.3635926993275695
1.057,1.011,6.01,61.5,6.9,60,1.0490000000000002,65.0,Specific Gravity,All Grain,21.0,False,1.1666666666666667
1.073,1.019,7.16,26.51,14.78,60,1.062,72.0,Specific Gravity,All Grain,11.11,False,1.1820365033621518
1.05,1.011,5.17,31.5,7.35,90,1.034,75.0,Specific Gravity,All Grain,21.11,False,1.4543707973102786
1.061,1.019,5.58,42.07,14.69,60,1.052,80.0,Specific Gravity,All Grain,20.0,False,1.1764705882352942
1.048,1.011,4.95,25.2,3.95,90,1.04,80.0,Specific Gravity,All Grain,80.0,False,1.2083333333333333
1.052,1.013,5.13,21.45,28.1,60,1.031,70.0,Specific Gravity,All Grain,20.0,False,1.6663732394366197
1.0490000000000002,1.009,5.25,27.99,3.92,60,1.036,55.0,Specific Gravity,extract,18.0,False,1.368421052631579
1.052,1.013,5.1,21.24,3.4,60,1.041,70.0,Specific Gravity,All Grain,18.33,False,1.2728146013448607
1.06,1.013,6.12,90.25,11.13,60,1.044,65.0,Specific Gravity,All Grain,18.33,False,1.3635926993275695
1.052,1.01,5.55,26.9,4.05,90,1.043,80.0,Specific Gravity,All Grain,21.0,False,1.22
1.06,1.014,6.08,24.9,50.0,60,1.039,69.0,Specific Gravity,All Grain,19.0,False,1.5476190476190477
1.061,1.014,6.1,27.52,11.14,60,1.051,70.0,Specific Gravity,All Grain,11.11,False,1.1889576392194192
1.069,1.015,7.11,75.31,6.54,75,1.06,70.0,Specific Gravity,All Grain,21.11,False,1.1455331412103746
1.052,1.013,5.08,4.52,6.16,60,1.047,35.0,Specific Gravity,extract,23.89,False,1.0998415213946118
1.046,1.008,5.0,30.79,6.88,60,1.035,65.0,Specific Gravity,All Grain,18.0,False,1.3043478260869565
1.0590000000000002,1.015,5.7,42.28,4.96,60,1.044,75.0,Specific Gravity,BIAB,18.0,False,1.3333333333333333
1.091,1.022,9.02,32.31,12.13,75,1.07,70.0,Specific Gravity,All Grain,21.11,False,1.2910662824207493
1.082,1.016,9.18,101.34,11.41,60,1.068,68.0,Specific Gravity,BIAB,18.0,False,1.2
1.061,1.014,6.14,35.88,15.48,60,1.048,70.0,Specific Gravity,All Grain,19.44,False,1.2728146013448607
1.055,1.015,5.31,24.39,18.42,60,1.047,70.0,Specific Gravity,All Grain,20.0,False,1.1820365033621518
1.065,1.011,7.15,76.12,8.04,75,1.05,68.0,Specific Gravity,BIAB,18.0,False,1.2954545454545454
1.09,1.018,9.48,117.77,12.43,90,1.073,80.0,Specific Gravity,All Grain,17.78,False,1.2303941487200325
1.062,1.017,5.89,46.15,10.29,60,1.052,75.0,Specific Gravity,All Grain,19.0,False,1.1904761904761905
1.057,1.019,4.97,29.38,36.52,60,1.045,69.0,Specific Gravity,All Grain,20.0,False,1.254562920268972
1.081,1.018,8.21,41.09,41.15,60,1.069,75.0,Specific Gravity,All Grain,22.22,False,1.1820365033621518
1.044,1.007,4.83,25.02,3.97,60,1.04,80.0,Specific Gravity,All Grain,19.0,False,1.1
1.069,1.014,7.17,26.37,4.74,70,1.051,75.0,Specific Gravity,All Grain,17.0,False,1.3571428571428572
1.06,1.015,5.95,11.66,4.62,60,1.04,70.0,Specific Gravity,All Grain,20.0,False,1.4997358689910196
1.053,1.01,5.54,43.8,7.45,60,1.041,60.0,Specific Gravity,BIAB,23.89,False,1.2728146013448607
1.044,1.008,4.74,0.0,3.42,0,1.044,68.0,Specific Gravity,All Grain,20.0,False,1.0
1.045,1.013,4.14,18.41,5.61,60,1.038,55.0,Specific Gravity,All Grain,22.0,False,1.173913043478261
1.079,1.018,7.98,32.48,20.84,60,1.067,70.0,Specific Gravity,All Grain,23.89,False,1.1820365033621518
16.6265,3.71398,7.03,77.07,8.47,60,13.6,70.0,Plato,All Grain,21.11,False,1.2385505787619526
1.051,1.013,5.07,42.42,22.44,60,1.038,68.0,Specific Gravity,All Grain,18.33,False,1.3635926993275695
1.05,1.013,4.93,30.82,7.87,60,1.044,65.0,Specific Gravity,All Grain,18.0,False,1.1428571428571428
1.052,1.016,4.75,44.36,9.81,60,1.043,75.0,Specific Gravity,All Grain,16.67,False,1.2084984588287098
1.051,1.005,6.04,0.0,3.91,60,1.0490000000000002,70.0,Specific Gravity,All Grain,21.11,False,1.0499273543785497
1.079,1.013,8.63,138.8,5.49,90,1.063,70.0,Specific Gravity,All Grain,19.44,False,1.2501100836635843
1.04,1.011,3.84,16.3,12.43,60,1.03,35.0,Specific Gravity,extract,18.89,False,1.3635926993275695
1.055,1.013,5.49,33.24,5.52,90,1.046,70.0,Specific Gravity,All Grain,10.0,False,1.1999154691462384
1.0490000000000002,1.014,4.59,14.62,3.89,60,1.09,70.0,Specific Gravity,Partial Mash,18.33,False,0.5456292026897214
1.063,1.012,6.66,59.1,18.78,60,1.046,66.0,Specific Gravity,All Grain,20.0,False,1.3635926993275695
1.053,1.014,5.16,49.58,6.89,60,1.045,80.0,Specific Gravity,All Grain,16.67,False,1.1668868339938352
1.056,1.013,5.64,28.83,2.69,60,1.046,75.0,Specific Gravity,All Grain,21.0,False,1.2173913043478262
1.0490000000000002,1.009,5.25,29.84,10.24,90,1.038,69.0,Specific Gravity,All Grain,9.0,False,1.2857142857142858
1.087,1.023,8.43,44.83,8.56,70,1.065,81.0,Specific Gravity,BIAB,18.33,False,1.3333333333333333
1.056,1.017,5.27,40.16,22.18,60,1.032,75.0,Specific Gravity,BIAB,22.0,False,1.7777777777777777
1.069,1.013,7.33,68.62,8.35,60,1.057,25.0,Specific Gravity,extract,21.11,False,1.1996830427892236
1.0659999999999998,1.022,5.74,40.56,26.3,90,1.051,70.0,Specific Gravity,All Grain,19.0,False,1.28
1.006,1.001,0.64,0.0,1.5,60,1.006,35.0,Specific Gravity,All Grain,68.0,False,1.0
1.04,1.008,4.26,21.02,3.71,60,1.036,70.0,Specific Gravity,BIAB,20.0,False,1.1135926993275695
1.0659999999999998,1.013,7.04,26.3,5.78,60,1.053,80.0,Specific Gravity,All Grain,15.56,False,1.249669749009247
1.081,1.027,7.1,64.18,14.46,60,1.074,0.0,Specific Gravity,extract,19.0,False,1.1
1.069,1.018,6.69,35.1,38.92,60,1.046,60.0,Specific Gravity,All Grain,21.11,False,1.4997358689910196
13.3101,2.45878,5.81,37.52,9.46,90,12.6,70.0,Plato,All Grain,16.0,False,1.0566037735849056
1.052,1.01,5.45,20.08,3.39,60,1.04,65.0,Specific Gravity,BIAB,21.11,False,1.300052826201796
1.1,1.022,10.24,21.76,23.95,60,1.0659999999999998,70.0,Specific Gravity,All Grain,20.0,False,1.4997358689910196
1.074,1.017,7.38,48.66,15.23,60,1.056,70.0,Specific Gravity,All Grain,21.11,False,1.3217115689381933
1.07,1.013,7.4,74.07,6.19,60,1.052,65.0,Specific Gravity,All Grain,20.0,False,1.3327464788732395
1.063,1.017,6.07,20.08,3.74,60,1.054,70.0,Specific Gravity,BIAB,20.0,False,1.1820365033621518
1.06,1.01,6.55,43.79,5.64,60,1.052,70.0,Specific Gravity,BIAB,18.0,False,1.15
1.057,1.013,5.75,121.64,5.41,60,1.105,45.0,Specific Gravity,extract,21.11,False,0.5456292026897214
1.062,1.011,6.67,45.6,9.43,60,1.043,75.0,Specific Gravity,BIAB,20.0,False,1.4450968878449792
1.056,1.016,5.29,50.48,7.22,60,1.052,35.0,Specific Gravity,extract,21.11,False,1.0836635843240863
16.962,3.82941,7.16,22.77,19.09,90,15.1,90.0,Plato,All Grain,23.0,False,1.13
1.061,1.013,6.24,20.17,4.61,90,1.064,75.0,Specific Gravity,BIAB,21.0,False,0.95
1.052,1.016,4.74,38.26,4.5,60,1.038,72.0,Specific Gravity,All Grain,11.11,False,1.3635926993275695
1.054,1.014,5.33,11.2,5.48,60,1.052,65.0,Specific Gravity,BIAB,20.0,False,1.0456730769230769
1.065,1.023,5.53,53.94,29.39,60,1.056,75.0,Specific Gravity,All Grain,20.0,False,1.1666666666666667
1.061,1.016,6.0,43.74,3.74,60,1.045,70.0,Specific Gravity,All Grain,11.11,False,1.3635926993275695
1.05,1.007,5.6,17.14,3.96,60,1.109,35.0,Specific Gravity,extract,18.89,False,0.45437079731027863
11.4918,2.58666,4.74,45.3,6.1,60,9.4,75.0,Plato,All Grain,18.33,False,1.2385505787619526
1.085,1.029,7.43,35.1,17.83,90,1.063,70.0,Specific Gravity,All Grain,15.56,False,1.3635926993275695
1.06,1.019,5.38,41.92,40.6,60,1.044,75.0,Specific Gravity,All Grain,20.0,False,1.3635926993275695
1.0759999999999998,1.022,7.13,32.91,15.41,60,1.056,70.0,Specific Gravity,All Grain,20.0,False,1.3635926993275695
1.064,1.014,6.59,37.77,42.98,60,1.047,70.0,Specific Gravity,All Grain,21.11,False,1.3635926993275695
1.046,1.011,4.52,37.36,14.1,60,1.034,65.0,Specific Gravity,All Grain,19.0,False,1.3571428571428572
1.08,1.02,7.94,97.74,13.96,60,1.054,77.0,Specific Gravity,All Grain,22.78,False,1.4997358689910196
1.0659999999999998,1.012,7.07,46.33,8.51,60,1.061,70.0,Specific Gravity,All Grain,20.0,False,1.0950943396226416
1.044,1.015,3.87,33.59,3.07,90,1.029,65.0,Specific Gravity,BIAB,16.0,False,1.5428571428571427
1.051,1.012,5.08,39.35,3.7,60,1.046,70.0,Specific Gravity,All Grain,20.0,False,1.1001321003963012
1.0490000000000002,1.012,4.89,33.39,13.84,60,1.035,60.0,Specific Gravity,All Grain,20.0,False,1.4
1.057,1.012,5.93,36.58,34.87,90,1.032,60.0,Specific Gravity,All Grain,26.0,False,1.7833333333333334
1.051,1.009,5.56,35.3,3.51,60,1.047,74.0,Specific Gravity,BIAB,16.67,False,1.0907780979827089
1.05,1.008,5.49,30.84,4.07,60,1.043,80.0,Specific Gravity,All Grain,23.0,False,1.1428571428571428
1.055,1.013,5.49,24.86,12.55,75,1.043,75.0,Specific Gravity,All Grain,15.56,False,1.2728146013448607
1.058,1.014,5.76,32.57,4.98,60,1.043,80.0,Specific Gravity,All Grain,20.0,False,1.3381364073006723
1.058,1.017,5.39,36.49,35.84,60,1.055,70.0,Specific Gravity,All Grain,18.89,False,1.0501981505944518
1.05,1.009,5.36,34.63,3.54,60,1.038,70.0,Specific Gravity,All Grain,18.33,False,1.300052826201796
1.0490000000000002,1.012,4.89,12.06,4.07,70,1.039,65.0,Specific Gravity,All Grain,20.56,False,1.274469186949767
1.058,1.015,5.66,28.96,12.72,60,1.107,35.0,Specific Gravity,extract,21.11,False,0.5456292026897214
1.047,1.014,4.28,32.95,14.41,60,1.052,55.0,Specific Gravity,All Grain,18.33,False,0.9006342494714586
1.052,1.014,5.0,45.31,3.93,60,1.046,70.0,Specific Gravity,All Grain,20.0,False,1.125
1.068,1.023,5.95,63.21,4.79,60,1.05,73.0,Specific Gravity,All Grain,20.0,False,1.3635926993275695
1.051,1.012,5.07,12.43,3.41,60,,75.0,Specific Gravity,All Grain,21.0,False,1.12
1.051,1.012,5.13,79.74,11.73,60,1.051,55.0,Specific Gravity,All Grain,20.0,False,1.0
1.065,1.011,7.13,67.18,18.69,60,1.055,75.0,Specific Gravity,All Grain,18.0,False,1.1869565217391305
1.063,1.01,6.87,46.81,10.66,60,1.058,65.0,Specific Gravity,BIAB,20.0,False,1.0909090909090908
1.061,1.014,6.09,9.76,5.18,90,1.043,83.0,Specific Gravity,BIAB,18.33,False,1.3336688475088072
1.063,1.011,6.87,121.1,10.7,60,1.05,63.0,Specific Gravity,All Grain,20.0,False,1.2728146013448607
1.054,1.011,5.64,60.2,8.94,60,1.054,75.0,Specific Gravity,Partial Mash,20.0,False,1.0
1.04,1.008,4.29,38.72,4.28,60,1.037,73.0,Specific Gravity,Partial Mash,17.0,False,1.0909090909090908
1.048,1.01,5.0,13.14,4.01,60,1.04,70.0,Specific Gravity,All Grain,18.33,False,1.1996830427892236
16.2636,4.10236,6.62,28.99,15.96,90,12.9,95.0,Plato,All Grain,19.5,False,1.276190476190476
1.047,1.009,4.96,9.43,3.35,75,1.039,70.0,Specific Gravity,All Grain,20.0,False,1.2
1.055,1.012,5.59,13.5,3.77,60,1.044,72.0,Specific Gravity,BIAB,18.89,False,1.250330250990753
1.062,1.014,6.36,46.93,7.44,60,1.053,70.0,Specific Gravity,All Grain,22.0,False,1.1666666666666667
1.068,1.014,7.07,58.17,7.27,90,1.06,70.0,Specific Gravity,BIAB,19.0,False,1.1304347826086956
1.057,1.011,6.14,20.47,4.71,90,1.021,50.0,Specific Gravity,Partial Mash,18.89,False,1.2008456659619449
1.052,1.015,4.86,17.78,22.27,60,1.038,92.0,Specific Gravity,BIAB,20.0,False,1.3635926993275695
1.052,1.014,5.0,25.79,28.9,60,1.045,75.0,Specific Gravity,BIAB,20.0,False,1.1663732394366197
1.062,1.016,6.06,25.97,24.27,60,1.048,70.0,Specific Gravity,All Grain,22.22,False,1.2501100836635843
1.052,1.014,5.04,21.27,7.61,90,1.036,75.0,Specific Gravity,All Grain,14.44,False,1.439513998943476
1.063,1.012,6.66,45.33,4.21,60,1.048,55.0,Specific Gravity,All Grain,21.67,False,1.3164116828929067
1.069,1.017,6.81,49.91,32.05,60,1.056,75.0,Specific Gravity,BIAB,19.44,False,1.233377366798767
1.085,1.024,7.99,99.9,11.92,60,,35.0,Specific Gravity,extract,20.0,False,0.6999471737982039
1.0659999999999998,1.013,7.03,82.89,5.03,60,1.056,35.0,Specific Gravity,extract,20.0,False,1.1820365033621518
1.103,1.024,10.4,89.54,50.0,120,1.0759999999999998,65.0,Specific Gravity,All Grain,19.0,False,1.3571428571428572
1.045,1.01,4.69,91.42,10.92,60,1.039,50.0,Specific Gravity,BIAB,20.0,False,1.175
1.053,1.013,5.28,18.97,4.39,67,1.035,60.0,Specific Gravity,All Grain,20.0,False,1.4997358689910196
1.0659999999999998,1.015,6.62,60.48,15.56,70,1.0490000000000002,75.0,Specific Gravity,Partial Mash,21.0,False,1.3333333333333333
1.091,1.01,10.69,92.41,40.0,80,1.042,65.0,Specific Gravity,All Grain,16.0,False,1.425
1.0590000000000002,1.018,5.38,20.81,47.14,60,1.039,70.0,Specific Gravity,BIAB,19.0,False,1.5210526315789472
1.0490000000000002,1.008,5.32,26.67,7.82,60,1.042,70.0,Specific Gravity,All Grain,20.0,False,1.1730769230769231
1.051,1.009,5.63,99.39,3.56,80,1.044,78.0,Specific Gravity,All Grain,20.0,False,1.16
1.052,1.012,5.33,33.11,3.81,75,1.036,65.0,Specific Gravity,All Grain,20.0,False,1.4543707973102786
1.078,1.017,7.99,111.61,40.0,60,1.13,35.0,Specific Gravity,extract,18.89,False,0.6001056524035921
1.063,1.011,6.85,26.42,15.38,75,1.036,70.0,Specific Gravity,All Grain,22.0,False,1.78125
1.05,1.012,4.99,20.54,3.84,90,1.037,75.0,Specific Gravity,All Grain,18.33,False,1.3750943396226414
1.101,1.024,10.17,82.34,40.0,90,1.074,70.0,Specific Gravity,All Grain,19.44,False,1.3635926993275695
1.065,1.016,6.38,92.15,6.52,60,1.051,75.0,Specific Gravity,All Grain,18.89,False,1.2728146013448607
1.053,1.011,5.64,30.73,7.43,90,1.045,70.0,Specific Gravity,All Grain,18.0,False,1.1666666666666667
1.065,1.018,6.27,25.67,16.61,60,1.051,87.0,Specific Gravity,All Grain,12.78,False,1.2728146013448607
1.065,1.011,7.07,84.15,5.63,90,1.086,68.0,Specific Gravity,Partial Mash,22.22,False,0.7498899163364157
1.056,1.011,5.92,46.8,11.72,60,1.044,70.0,Specific Gravity,All Grain,21.11,False,1.2728146013448607
1.047,1.008,5.17,18.16,2.83,60,1.029,75.0,Specific Gravity,All Grain,18.33,False,1.6153220890062994
1.072,1.022,6.58,9.61,4.17,30,1.068,75.0,Specific Gravity,All Grain,18.89,False,1.0475471698113208
1.057,1.013,5.74,44.96,14.92,60,1.055,65.0,Specific Gravity,Partial Mash,18.33,False,0.6001056524035921
1.0490000000000002,1.013,4.63,13.93,3.98,60,1.044,35.0,Specific Gravity,extract,20.0,False,1.1111111111111112
1.052,1.01,5.59,12.26,6.79,60,1.113,70.0,Specific Gravity,BIAB,21.11,False,0.4616009752133279
1.051,1.009,5.43,43.57,10.7,60,1.035,80.0,Specific Gravity,All Grain,19.0,False,1.4545454545454546
1.0590000000000002,1.014,5.88,52.28,8.26,60,1.047,75.0,Specific Gravity,All Grain,20.0,False,1.2380952380952381
