OG,FG,ABV,IBU,Color,BoilTime,BoilGravity,Efficiency,SugarScale,BrewMethod,PrimaryTemp,IsPils,SizeRatio
1.043,1.006,4.89,29.15,5.53,60,1.038,80.0,Specific Gravity,All Grain,10.0,True,1.1428571428571428
1.053,1.015,5.0,49.43,5.73,60,1.0490000000000002,70.0,Specific Gravity,All Grain,13.0,True,1.0714285714285714
1.048,1.013,4.68,39.83,3.93,60,1.027,35.0,Specific Gravity,extract,4.0,True,0.631578947368421
1.06,1.011,6.43,78.34,5.75,90,1.034,57.0,Specific Gravity,All Grain,20.0,True,1.750330250990753
1.048,1.007,5.42,22.79,5.29,90,1.04,75.0,Specific Gravity,All Grain,12.0,True,1.2222222222222223
1.046,1.008,5.0,22.65,3.29,60,1.098,60.0,Specific Gravity,extract,20.0,True,0.4760946149974837
1.05,1.013,4.97,38.82,4.0,60,1.041,70.0,Specific Gravity,All Grain,10.0,True,1.2295365959289737
1.048,1.009,5.09,10.5,3.02,60,1.04,35.0,Specific Gravity,extract,15.56,True,1.1996830427892236
1.048,1.012,4.82,32.87,6.17,70,1.048,80.0,Specific Gravity,All Grain,20.0,True,1.0
1.051,1.007,5.71,22.4,3.07,60,1.045,75.0,Specific Gravity,All Grain,11.0,True,1.1428571428571428
1.044,1.012,4.23,31.14,2.93,60,1.039,75.0,Specific Gravity,All Grain,10.0,True,1.1455331412103746
1.046,1.007,5.19,30.78,3.52,60,1.038,75.0,Specific Gravity,BIAB,10.0,True,1.2271853986551393
1.051,1.011,5.28,31.24,3.41,60,1.043,65.0,Specific Gravity,All Grain,10.0,True,1.2008456659619449
1.051,1.013,5.02,21.5,4.61,75,1.039,75.0,Specific Gravity,All Grain,21.11,True,1.3135182738881548
1.05,1.009,5.33,33.77,2.86,60,1.045,25.0,Specific Gravity,Partial Mash,10.0,True,1.0952380952380953
1.069,1.018,6.63,19.74,3.75,90,1.103,85.0,Specific Gravity,All Grain,21.11,True,0.6666666666666666
1.055,1.009,6.04,50.53,5.11,60,1.048,70.0,Specific Gravity,All Grain,18.0,True,1.1428571428571428
1.09,1.02,9.13,94.45,35.48,90,1.0490000000000002,70.0,Specific Gravity,All Grain,21.11,True,1.8327464788732395
1.054,1.014,5.34,45.35,4.5,60,1.048,35.0,Specific Gravity,extract,20.0,True,1.1248348745046235
1.109,1.025,11.05,82.82,40.0,60,1.084,70.0,Specific Gravity,Partial Mash,18.33,True,1.300052826201796
1.047,1.007,5.14,25.29,4.14,60,1.044,90.0,Specific Gravity,All Grain,12.78,True,1.0689670878234967
1.077,1.013,8.44,31.75,6.38,60,1.062,82.1,Specific Gravity,All Grain,19.0,True,1.25
1.053,1.014,5.16,23.42,6.01,90,1.073,75.0,Specific Gravity,All Grain,12.22,True,0.7271853986551393
1.051,1.012,5.12,49.02,3.85,60,1.033,72.0,Specific Gravity,BIAB,10.0,True,1.55
1.063,1.016,6.07,107.54,3.54,60,1.048,75.0,Specific Gravity,All Grain,12.22,True,1.300052826201796
1.0490000000000002,1.008,5.45,39.09,3.55,60,1.041,70.0,Specific Gravity,BIAB,11.11,True,1.1996830427892236
1.05,1.007,5.69,40.91,4.28,90,1.04,63.0,Specific Gravity,All Grain,12.0,True,1.2380952380952381
1.048,1.009,5.17,21.77,3.08,60,1.04,70.0,Specific Gravity,All Grain,12.78,True,1.1996830427892236
1.069,1.018,6.73,39.75,4.1,60,1.052,70.0,Specific Gravity,All Grain,11.67,True,1.3217115689381933
1.044,1.01,4.57,39.08,2.79,90,1.033,75.0,Specific Gravity,All Grain,15.56,True,1.3334637964774951
1.062,1.013,6.5,95.79,5.2,60,1.048,70.0,Specific Gravity,All Grain,25.56,True,1.304088194763436
1.047,1.011,4.73,26.5,2.96,90,1.04,73.0,Specific Gravity,All Grain,12.78,True,1.1820365033621518
1.038,1.007,4.07,16.32,3.61,60,1.027,65.0,Specific Gravity,BIAB,20.0,True,1.3998943475964079
1.0490000000000002,1.011,5.06,68.02,3.37,60,1.03,75.0,Specific Gravity,BIAB,12.78,True,1.6248348745046235
1.053,1.014,5.17,34.39,3.67,90,1.033,70.0,Specific Gravity,All Grain,12.78,True,1.5995773903856314
1.0590000000000002,1.013,6.02,65.85,10.79,60,1.104,69.0,Specific Gravity,All Grain,12.78,True,0.5713207547169812
1.025,1.006,2.49,41.42,3.58,90,1.019,35.0,Specific Gravity,All Grain,12.78,True,1.3332159210989785
1.047,1.011,4.72,41.46,5.76,60,1.035,65.0,Specific Gravity,All Grain,15.56,True,1.3635926993275695
1.047,1.008,5.11,27.2,3.2,60,1.031,65.0,Specific Gravity,All Grain,20.0,True,1.4997358689910196
1.075,1.029,6.07,45.02,6.58,60,1.0590000000000002,70.0,Specific Gravity,All Grain,18.33,True,1.2728146013448607
1.045,1.011,4.41,29.6,3.1,60,1.036,65.0,Specific Gravity,All Grain,16.0,True,1.2391304347826086
1.046,1.008,4.99,17.87,3.74,70,1.029,60.0,Specific Gravity,All Grain,17.0,True,1.5555555555555556
1.061,1.015,6.0,38.01,22.87,60,1.05,65.0,Specific Gravity,All Grain,10.0,True,1.2237068965517242
1.048,1.01,5.0,52.45,3.1,90,1.035,70.0,Specific Gravity,All Grain,10.0,True,1.3635926993275695
1.052,1.008,5.7,42.97,3.61,60,1.04,70.0,Specific Gravity,BIAB,16.67,True,1.300052826201796
1.051,1.012,5.19,43.59,4.42,60,1.043,79.0,Specific Gravity,All Grain,12.22,True,1.1820365033621518
1.0590000000000002,1.015,5.84,52.55,28.5,60,1.099,35.0,Specific Gravity,extract,18.33,True,0.6001056524035921
1.045,1.01,4.62,14.22,6.23,60,1.096,80.0,Specific Gravity,All Grain,12.0,True,0.4722222222222222
1.072,1.019,7.01,64.58,30.78,60,1.12,65.0,Specific Gravity,Partial Mash,20.0,True,0.6001056524035921
1.057,1.014,5.7,48.48,47.53,60,1.043,70.0,Specific Gravity,All Grain,21.11,True,1.3195985208663497
1.045,1.009,4.65,57.44,13.08,60,1.067,70.0,Specific Gravity,Partial Mash,21.11,True,0.6666666666666666
1.047,1.012,4.6,22.15,3.34,90,1.027,75.0,Specific Gravity,BIAB,11.11,True,1.7271853986551393
1.051,1.007,5.73,19.51,4.06,60,1.036,70.0,Specific Gravity,BIAB,18.89,True,1.4092219020172911
1.044,1.01,4.51,32.63,3.12,60,1.039,65.0,Specific Gravity,All Grain,12.0,True,1.14
1.047,1.009,5.11,35.11,3.7,60,1.044,80.0,Specific Gravity,All Grain,12.0,True,1.0869565217391304
1.0490000000000002,1.011,5.06,22.77,2.93,60,1.041,80.0,Specific Gravity,All Grain,12.0,True,1.2
1.0590000000000002,1.018,5.42,16.72,3.12,60,1.05,77.0,Specific Gravity,All Grain,23.0,True,1.2
1.051,1.008,5.62,55.93,3.21,60,1.045,70.0,Specific Gravity,All Grain,10.0,True,1.14
1.047,1.011,4.72,19.89,3.63,60,1.041,75.0,Specific Gravity,All Grain,15.0,True,1.1428571428571428
1.056,1.014,5.47,31.32,3.57,90,1.0759999999999998,78.0,Specific Gravity,All Grain,11.67,True,0.7333568157802043
1.048,1.011,4.83,38.48,3.1,90,1.058,70.0,Specific Gravity,BIAB,15.0,True,0.8260869565217391
1.045,1.007,5.05,25.97,4.07,90,1.033,65.0,Specific Gravity,All Grain,12.0,True,1.3461538461538463
1.062,1.019,5.6,24.14,14.67,60,1.045,35.0,Specific Gravity,All Grain,18.33,True,1.3635926993275695
1.046,1.009,4.84,11.53,2.54,45,1.057,75.0,Specific Gravity,extract,11.0,True,0.8
1.047,1.007,5.22,35.32,4.45,60,1.039,60.0,Specific Gravity,All Grain,12.0,True,1.2
1.08,1.02,7.9,27.07,8.74,60,1.054,75.0,Specific Gravity,All Grain,20.0,True,1.5001761183515323
1.053,1.012,5.36,47.4,3.3,60,1.037,70.0,Specific Gravity,All Grain,10.0,True,1.4183477425552353
1.075,1.011,8.43,36.52,33.69,90,1.061,75.0,Specific Gravity,All Grain,10.0,True,1.24
1.055,1.013,5.55,37.24,2.6,90,1.055,90.0,Specific Gravity,All Grain,20.0,True,1.0
1.043,1.007,4.85,25.11,4.42,90,1.035,70.0,Specific Gravity,All Grain,12.0,True,1.2307692307692308
1.045,1.01,4.64,39.07,3.51,90,1.036,70.0,Specific Gravity,All Grain,12.0,True,1.2391304347826086
1.058,1.015,5.75,31.95,5.06,60,1.043,70.0,Specific Gravity,All Grain,14.0,True,1.36
1.053,1.012,5.33,27.92,3.65,90,1.037,65.0,Specific Gravity,All Grain,10.0,True,1.4226705091258405
1.056,1.018,4.94,36.23,3.98,90,1.041,71.0,Specific Gravity,All Grain,12.0,True,1.3636363636363635
1.062,1.011,6.8,0.86,3.78,60,1.5,75.0,Specific Gravity,All Grain,12.0,True,0.0625
1.046,1.011,4.62,40.74,3.08,90,1.039,70.0,Specific Gravity,All Grain,10.0,True,1.1817963496637849
1.033,1.008,3.25,49.48,8.16,60,1.024,35.0,Specific Gravity,All Grain,21.11,True,1.3998943475964079
1.053,1.008,5.93,29.21,2.89,90,1.0490000000000002,85.0,Specific Gravity,All Grain,10.0,True,1.0714285714285714
1.057,1.013,5.83,36.0,8.69,70,1.046,70.0,Specific Gravity,All Grain,19.0,True,1.25
1.051,1.013,5.05,44.07,4.38,60,1.037,60.0,Specific Gravity,All Grain,7.22,True,1.3635926993275695
1.053,1.008,5.9,45.86,3.83,60,1.043,75.0,Specific Gravity,BIAB,11.67,True,1.2385505787619526
1.062,1.019,5.59,25.17,26.01,60,1.048,75.0,Specific Gravity,All Grain,18.33,True,1.2852830188679245
1.0490000000000002,1.012,4.8,40.36,7.17,90,1.042,78.0,Specific Gravity,All Grain,8.0,True,1.16
1.043,1.006,4.87,60.43,3.91,90,1.042,75.0,Specific Gravity,All Grain,10.0,True,1.037037037037037
1.062,1.02,5.47,22.24,22.7,80,1.113,45.0,Specific Gravity,Partial Mash,22.22,True,0.5456292026897214
1.051,1.009,5.62,35.22,4.09,60,1.042,70.0,Specific Gravity,All Grain,17.0,True,1.2173913043478262
1.05,1.007,5.57,29.02,5.42,90,1.04,75.0,Specific Gravity,All Grain,10.0,True,1.24
1.058,1.016,5.54,30.84,4.1,75,1.054,65.0,Specific Gravity,All Grain,20.0,True,1.0909090909090908
1.0590000000000002,1.014,5.9,42.05,3.33,90,1.0490000000000002,70.0,Specific Gravity,All Grain,10.0,True,1.1904402515723271
1.037,1.012,3.25,44.89,7.2,60,1.025,70.0,Specific Gravity,All Grain,14.0,True,1.5
1.074,1.017,7.53,27.42,5.04,90,1.065,70.0,Specific Gravity,All Grain,17.78,True,1.1500660501981506
1.056,1.014,5.51,0.0,3.86,15,1.224,35.0,Specific Gravity,extract,21.11,True,0.24966974900924702
1.0659999999999998,1.019,6.13,22.65,31.28,90,1.052,70.0,Specific Gravity,All Grain,21.0,True,1.2666666666666666
1.06,1.011,6.44,57.49,40.0,90,1.035,75.0,Specific Gravity,BIAB,21.11,True,1.7139622641509435
1.056,1.014,5.49,40.46,9.76,60,1.044,70.0,Specific Gravity,BIAB,10.0,True,1.2728146013448607
1.0659999999999998,1.017,6.5,16.27,8.73,70,1.083,70.0,Specific Gravity,All Grain,18.33,True,0.7953890489913544
1.046,1.007,5.08,35.17,5.03,60,1.061,72.0,Specific Gravity,All Grain,12.0,True,0.7567567567567568
1.052,1.008,5.83,40.52,4.92,90,1.043,59.0,Specific Gravity,All Grain,13.0,True,1.2117647058823529
1.053,1.014,5.13,16.41,8.88,60,1.045,70.0,Specific Gravity,All Grain,17.0,True,1.1826923076923077
1.072,1.011,8.06,63.03,5.63,60,1.058,35.0,Specific Gravity,Partial Mash,4.44,True,1.249669749009247
1.053,1.008,5.85,19.29,5.61,90,1.041,65.0,Specific Gravity,All Grain,11.0,True,1.3043478260869565
1.05,1.014,4.7,0.0,13.07,60,1.035,60.0,Specific Gravity,All Grain,19.0,True,1.425
1.082,1.018,9.11,84.18,34.7,75,1.05,80.0,Specific Gravity,All Grain,20.0,True,1.6364073006724305
1.051,1.012,5.09,23.92,5.1,60,1.043,70.0,Specific Gravity,BIAB,16.67,True,1.1820365033621518
1.053,1.012,5.36,40.63,3.71,60,1.044,0.0,Specific Gravity,extract,21.11,True,1.1996830427892236
1.069,1.012,7.59,38.93,4.84,60,1.046,62.0,Specific Gravity,Partial Mash,18.89,True,1.4997358689910196
12.1848,3.14083,4.84,0.0,3.28,90,12.2,65.0,Plato,All Grain,8.0,True,1.0
1.043,1.01,4.37,52.34,3.87,90,1.043,35.0,Specific Gravity,All Grain,0.0,True,1.0
1.051,1.012,5.17,28.55,3.06,90,1.046,82.0,Specific Gravity,All Grain,19.0,True,1.108695652173913
1.045,1.008,4.95,40.85,3.88,100,1.08,72.0,Specific Gravity,All Grain,10.0,True,0.5666666666666667
1.055,1.013,5.58,18.56,4.67,60,1.045,60.0,Specific Gravity,BIAB,12.0,True,1.225
1.053,1.016,4.85,46.09,2.94,60,1.045,85.0,Specific Gravity,All Grain,11.11,True,1.1827953324016316
1.046,1.007,5.13,38.34,3.6,60,1.037,73.0,Specific Gravity,BIAB,15.56,True,1.2225484439224896
1.047,1.011,4.79,29.35,3.68,60,1.035,72.0,Specific Gravity,All Grain,11.11,True,1.3635926993275695
1.054,1.009,5.92,20.16,5.16,60,1.1,50.0,Specific Gravity,extract,20.56,True,0.5456292026897214
1.047,1.008,5.09,32.54,3.18,90,1.038,78.0,Specific Gravity,BIAB,10.0,True,1.2380952380952381
1.056,1.013,5.7,45.29,6.75,90,1.051,70.0,Specific Gravity,All Grain,15.0,True,1.0909090909090908
1.0590000000000002,1.013,6.08,46.89,4.74,90,1.042,80.0,Specific Gravity,All Grain,12.0,True,1.4
1.054,1.012,5.57,0.0,4.21,15,1.0490000000000002,70.0,Specific Gravity,All Grain,22.0,True,1.1130434782608696
1.047,1.009,5.02,32.96,4.35,90,1.034,70.0,Specific Gravity,All Grain,8.89,True,1.3635926993275695
1.046,1.01,4.66,32.47,2.84,60,1.033,75.0,Specific Gravity,BIAB,11.11,True,1.3998943475964079
1.055,1.014,5.4,21.56,3.09,90,1.046,80.0,Specific Gravity,All Grain,10.0,True,1.1883932438284972
1.0759999999999998,1.013,8.16,25.78,3.56,90,1.063,82.0,Specific Gravity,All Grain,22.0,True,1.2
1.063,1.016,6.1,50.63,4.05,90,1.042,72.0,Specific Gravity,All Grain,10.0,True,1.5
1.046,1.007,5.11,21.52,2.71,90,1.043,80.0,Specific Gravity,All Grain,12.0,True,1.0757575757575757
1.042,1.01,4.29,45.04,2.89,90,1.031,70.0,Specific Gravity,All Grain,10.0,True,1.3635926993275695
1.046,1.01,4.62,20.12,3.51,90,1.037,72.0,Specific Gravity,All Grain,18.0,True,1.2222222222222223
1.06,1.014,6.09,26.33,6.79,60,1.051,74.0,Specific Gravity,All Grain,18.89,True,1.1820365033621518
1.051,1.01,5.45,26.99,4.73,60,1.034,75.0,Specific Gravity,All Grain,20.0,True,1.4997358689910196
1.054,1.01,5.75,38.98,3.04,60,1.044,77.0,Specific Gravity,All Grain,10.0,True,1.2271853986551393
1.053,1.01,5.55,23.52,3.25,90,1.047,72.0,Specific Gravity,All Grain,15.0,True,1.12
1.044,1.008,4.7,28.76,2.67,60,1.031,80.0,Specific Gravity,BIAB,15.0,True,1.4
1.074,1.015,7.86,78.71,13.39,60,1.0659999999999998,70.0,Specific Gravity,BIAB,21.0,True,1.12
1.051,1.007,5.79,62.12,3.57,90,1.044,76.0,Specific Gravity,BIAB,12.78,True,1.1514569324367596
1.048,1.011,4.82,38.39,3.93,90,1.04,80.0,Specific Gravity,All Grain,12.0,True,1.2173913043478262
1.05,1.012,5.06,35.98,3.87,60,1.043,77.0,Specific Gravity,All Grain,12.0,True,1.1538461538461537
1.05,1.012,5.02,34.43,4.09,90,1.037,74.0,Specific Gravity,All Grain,17.78,True,1.3569811320754717
1.054,1.008,6.03,26.01,3.97,60,1.045,60.0,Specific Gravity,All Grain,12.0,True,1.2
1.039,1.007,4.2,26.17,4.19,60,1.03,70.0,Specific Gravity,All Grain,20.0,True,1.300052826201796
1.056,1.014,5.62,41.28,4.15,90,1.041,72.0,Specific Gravity,BIAB,10.0,True,1.3635926993275695
1.048,1.009,5.2,45.1,3.79,60,1.036,68.0,Specific Gravity,BIAB,15.0,True,1.358974358974359
1.05,1.009,5.39,40.11,3.41,60,1.046,75.0,Specific Gravity,All Grain,10.0,True,1.0975609756097562
1.044,1.01,4.46,29.36,5.43,60,1.032,65.0,Specific Gravity,All Grain,29.44,True,1.3635926993275695
1.045,1.01,4.6,28.52,3.2,90,1.034,63.0,Specific Gravity,All Grain,12.0,True,1.3181818181818181
1.03,1.006,3.14,516.92,8.34,60,1.023,35.0,Specific Gravity,All Grain,18.0,True,1.2666666666666666
1.047,1.01,4.9,23.23,4.09,60,1.032,70.0,Specific Gravity,BIAB,12.22,True,1.4595879556259905
1.054,1.013,5.31,40.31,10.33,60,1.108,35.0,Specific Gravity,extract,21.11,True,0.49973586899101957
1.04,1.009,4.08,28.48,3.23,60,1.037,56.0,Specific Gravity,All Grain,19.44,True,1.0767980495733442
1.064,1.015,6.41,39.9,3.94,90,1.057,75.0,Specific Gravity,All Grain,10.0,True,1.121298844248762
1.05,1.01,5.23,39.34,3.23,70,1.053,71.0,Specific Gravity,BIAB,9.0,True,0.9523809523809523
1.052,1.008,5.8,36.42,3.76,90,1.06,80.0,Specific Gravity,BIAB,11.0,True,0.875
1.052,1.011,5.33,34.48,3.77,90,1.046,72.0,Specific Gravity,All Grain,12.0,True,1.1304347826086956
1.044,1.01,4.49,42.86,4.83,60,1.028,60.0,Specific Gravity,All Grain,20.0,True,1.6
1.045,1.008,4.92,47.56,3.85,60,1.062,35.0,Specific Gravity,extract,15.56,True,0.7271853986551393
1.046,1.009,4.8,23.86,25.34,60,1.044,70.0,Specific Gravity,BIAB,20.0,True,1.0434782608695652
1.0490000000000002,1.011,5.05,42.31,4.2,60,1.038,70.0,Specific Gravity,All Grain,22.0,True,1.2857142857142858
1.064,1.015,6.47,30.57,4.04,60,1.046,65.0,Specific Gravity,All Grain,18.0,True,1.3888888888888888
1.05,1.012,5.11,41.78,3.37,60,1.062,75.0,Specific Gravity,Partial Mash,12.78,True,0.8179634966378483
1.053,1.011,5.55,14.55,2.91,60,1.127,35.0,Specific Gravity,extract,17.78,True,0.41655658300308235
1.057,1.014,5.73,25.86,3.84,60,1.057,70.0,Specific Gravity,All Grain,22.22,True,1.0
1.047,1.014,4.26,29.38,3.91,60,1.07,75.0,Specific Gravity,Partial Mash,23.89,True,0.6666666666666666
1.043,1.006,4.83,25.15,4.46,60,1.037,60.0,Specific Gravity,BIAB,14.0,True,1.1666666666666667
1.052,1.009,5.58,30.38,3.06,60,1.034,75.0,Specific Gravity,All Grain,10.0,True,1.5456292026897214
1.052,1.008,5.84,32.93,3.7,90,1.042,80.0,Specific Gravity,All Grain,8.0,True,1.2413793103448276
1.046,1.014,4.32,16.94,8.97,60,1.034,35.0,Specific Gravity,All Grain,19.5,True,1.3571428571428572
1.068,1.015,6.97,32.86,7.69,60,1.057,75.0,Specific Gravity,All Grain,10.0,True,1.2
1.046,1.007,5.14,18.05,6.97,90,1.034,58.0,Specific Gravity,All Grain,18.0,True,1.3404255319148937
1.044,1.006,4.98,28.1,3.35,90,1.032,70.0,Specific Gravity,All Grain,8.33,True,1.3635926993275695
1.061,1.013,6.19,42.89,5.82,60,1.039,75.0,Specific Gravity,All Grain,14.0,True,1.5555555555555556
1.047,1.007,5.29,42.06,4.08,90,1.038,63.0,Specific Gravity,All Grain,12.0,True,1.2380952380952381
1.041,1.008,4.39,45.82,4.48,60,1.036,80.0,Specific Gravity,All Grain,12.0,True,1.1363636363636365
1.051,1.009,5.52,27.47,3.98,90,1.05,75.0,Specific Gravity,All Grain,12.0,True,1.0178571428571428
1.048,1.01,4.98,23.58,3.09,90,1.039,70.0,Specific Gravity,All Grain,9.0,True,1.2380952380952381
1.047,1.007,5.32,48.74,3.64,60,1.041,70.0,Specific Gravity,All Grain,15.56,True,1.1668868339938352
1.053,1.011,5.55,32.13,3.31,90,1.042,70.0,Specific Gravity,All Grain,18.0,True,1.26
1.047,1.011,4.76,34.2,3.53,60,1.038,78.0,Specific Gravity,BIAB,15.56,True,1.2250990752972257
1.038,1.007,4.08,18.64,5.12,60,1.032,80.0,Specific Gravity,All Grain,19.0,True,1.1875
1.0759999999999998,1.02,7.35,23.45,23.98,60,1.051,75.0,Specific Gravity,All Grain,21.11,True,1.4997358689910196
1.053,1.012,5.42,30.01,3.77,90,1.04,65.0,Specific Gravity,BIAB,15.56,True,1.3327464788732395
1.0490000000000002,1.009,5.33,25.63,3.46,60,1.04,80.0,Specific Gravity,All Grain,9.0,True,1.2391304347826086
1.064,1.018,6.16,53.76,3.72,90,1.053,70.0,Specific Gravity,All Grain,21.0,True,1.225
1.051,1.012,5.17,10.23,4.63,60,1.04,64.0,Specific Gravity,All Grain,17.0,True,1.28
1.047,1.007,5.29,17.62,4.56,30,1.035,80.0,Specific Gravity,BIAB,12.78,True,1.3335290663534938
1.05,1.008,5.55,30.08,7.26,60,1.044,75.0,Specific Gravity,All Grain,12.0,True,1.14
1.055,1.014,5.36,24.22,3.43,60,1.05,70.0,Specific Gravity,BIAB,21.11,True,1.0907780979827089
1.053,1.008,5.93,38.42,3.18,60,1.046,80.0,Specific Gravity,All Grain,13.0,True,1.16
1.052,1.012,5.2,23.44,3.95,60,1.04,70.0,Specific Gravity,All Grain,19.0,True,1.3
1.0490000000000002,1.013,4.7,41.03,4.06,90,1.034,60.0,Specific Gravity,All Grain,10.0,True,1.4199683042789224
1.047,1.007,5.2,38.73,2.81,45,1.078,72.0,Specific Gravity,Partial Mash,12.78,True,0.6001056524035921
1.056,1.01,6.15,0.0,6.59,90,1.048,77.0,Specific Gravity,All Grain,20.0,True,1.1875
1.056,1.014,5.52,41.51,4.06,60,1.044,70.0,Specific Gravity,BIAB,10.0,True,1.2549537648612945
1.057,1.015,5.48,11.92,4.82,60,1.046,70.0,Specific Gravity,All Grain,18.0,True,1.2347826086956522
1.046,1.007,5.05,36.09,3.1,60,1.034,73.0,Specific Gravity,All Grain,12.78,True,1.3635926993275695
1.048,1.011,4.86,28.88,2.93,60,1.038,75.0,Specific Gravity,All Grain,10.0,True,1.25
1.052,1.012,5.14,38.33,3.41,90,1.028,65.0,Specific Gravity,All Grain,13.0,True,1.85
1.047,1.013,4.44,23.61,6.08,60,1.037,72.0,Specific Gravity,All Grain,20.0,True,1.2728146013448607
1.05,1.007,5.74,33.36,3.98,60,1.045,35.0,Specific Gravity,extract,20.0,True,1.12
1.045,1.01,4.6,38.14,3.2,30,1.042,74.0,Specific Gravity,BIAB,17.0,True,1.0833333333333333
1.044,1.008,4.79,35.48,4.47,60,1.039,70.0,Specific Gravity,BIAB,16.0,True,1.12
1.024,1.007,2.27,25.31,2.45,60,1.021,70.0,Specific Gravity,All Grain,15.0,True,1.1428571428571428
1.056,1.012,5.77,39.45,3.79,90,1.056,70.0,Specific Gravity,All Grain,10.0,True,1.0
1.054,1.013,5.4,31.51,4.31,90,1.039,65.0,Specific Gravity,All Grain,9.0,True,1.394736842105263
1.047,1.008,5.11,39.12,4.05,60,1.037,65.0,Specific Gravity,BIAB,20.0,True,1.263157894736842
1.046,1.008,5.01,36.65,4.21,75,1.038,80.0,Specific Gravity,All Grain,11.67,True,1.1999154691462384
1.053,1.014,5.12,45.87,3.73,60,1.042,70.0,Specific Gravity,All Grain,11.11,True,1.2728146013448607
1.05,1.012,5.0,38.49,3.78,90,1.04,72.3,Specific Gravity,All Grain,10.0,True,1.2728146013448607
1.05,1.009,5.45,37.8,3.03,90,1.042,75.0,Specific Gravity,All Grain,12.0,True,1.1842105263157894
1.05,1.009,5.27,30.06,3.64,60,1.036,70.0,Specific Gravity,All Grain,18.5,True,1.3902439024390243
1.05,1.013,4.84,39.79,3.45,90,1.041,73.0,Specific Gravity,All Grain,10.0,True,1.2
1.048,1.009,5.1,30.27,4.65,60,1.042,80.0,Specific Gravity,All Grain,18.0,True,1.1428571428571428
1.045,1.007,5.05,22.01,2.68,90,1.042,80.0,Specific Gravity,All Grain,12.0,True,1.0666666666666667
1.05,1.008,5.52,69.46,10.12,60,1.05,75.0,Specific Gravity,All Grain,21.0,True,1.0
1.051,1.01,5.46,22.06,5.8,60,1.045,90.0,Specific Gravity,All Grain,14.0,True,1.1428571428571428
1.046,1.008,5.07,42.9,3.86,90,1.028,60.0,Specific Gravity,All Grain,10.0,True,1.6666666666666667
1.045,1.008,4.87,21.11,4.97,70,1.037,70.0,Specific Gravity,BIAB,21.0,True,1.2
1.056,1.015,5.5,56.61,4.6,60,1.044,70.0,Specific Gravity,All Grain,11.67,True,1.2838616714697406
1.046,1.01,4.63,21.08,3.8,60,1.036,65.0,Specific Gravity,All Grain,19.44,True,1.2728146013448607
1.072,1.011,7.99,39.55,4.28,60,1.058,65.0,Specific Gravity,BIAB,14.0,True,1.2391304347826086
1.0490000000000002,1.012,4.86,38.1,4.96,60,1.038,75.0,Specific Gravity,BIAB,11.11,True,1.2713207547169811
1.06,1.008,6.75,50.58,6.77,90,1.03,70.0,Specific Gravity,BIAB,10.0,True,2.0
1.057,1.011,5.93,42.2,22.14,90,1.047,80.0,Specific Gravity,All Grain,8.0,True,1.2
1.046,1.007,5.1,36.42,4.28,90,1.04,75.0,Specific Gravity,All Grain,10.0,True,1.16
1.057,1.012,5.99,34.82,3.92,90,1.047,80.0,Specific Gravity,All Grain,10.0,True,1.2083333333333333
1.052,1.012,5.13,45.0,3.41,90,1.045,75.0,Specific Gravity,All Grain,10.0,True,1.1428571428571428
1.05,1.014,4.81,33.37,3.37,90,1.036,75.0,Specific Gravity,All Grain,11.11,True,1.4092219020172911
1.041,1.011,3.94,35.13,4.5,60,1.032,80.0,Specific Gravity,All Grain,20.0,True,1.2501100836635843
1.052,1.012,5.23,27.63,3.88,75,1.035,70.0,Specific Gravity,All Grain,10.0,True,1.4543707973102786
1.0490000000000002,1.016,4.37,18.89,3.98,60,1.036,70.0,Specific Gravity,BIAB,21.11,True,1.3635926993275695
11.5548,2.82022,4.66,27.36,30.38,70,9.6,72.0,Plato,All Grain,21.0,True,1.2173913043478262
1.104,1.03,9.65,116.66,40.0,90,1.07,75.0,Specific Gravity,All Grain,20.0,True,1.4765978862606943
1.057,1.011,6.02,318.95,21.09,60,1.042,65.0,Specific Gravity,All Grain,21.0,True,1.3571428571428572
1.042,1.011,4.08,42.41,2.72,60,1.07,35.0,Specific Gravity,extract,-17.78,True,0.6001056524035921
